exon_num	whole_gene_len	5UTR_len	3UTR_len	CDS_len	last_CDS_len
IGKV3-15	2	442	97	0	345	296
IGKV1-16	2	378	27	0	351	296
IGKV1-17	2	378	27	0	351	296
IGKV3-20	2	400	52	0	348	299
IGKV6-21	2	406	64	0	342	296
IGKV2-24	2	390	30	0	360	311
IGKV1-27	2	382	31	0	351	296
IGKV2-28	2	390	30	0	360	311
IGKV2-30	2	390	30	0	360	311
IGKV1-33	2	324	0	0	324	33
IGKV1-37	2	398	47	0	351	296
IGKV1-39	2	398	47	0	351	296
IGKV2-40	1	312	0	0	312	312
IGKV2D-40	1	312	0	0	312	312
IGKV1D-39	2	376	23	0	353	298
IGKV1D-37	2	353	0	0	353	298
IGKV2D-30	2	395	35	0	360	311
IGKV2D-29	1	310	0	4	306	306
IGKV2D-28	1	306	0	0	306	306
IGKV2D-26	2	390	30	0	360	311
IGKV2D-24	2	390	30	0	360	311
IGKV6D-21	2	409	67	0	342	296
IGKV3D-20	2	445	97	0	348	299
IGKV6D-41	2	371	26	0	345	296
IGKV1D-17	2	532	181	0	351	296
IGKV1D-16	2	378	27	0	351	296
IGKV3D-15	2	396	49	0	347	298
IGKV1D-13	2	376	25	0	351	296
IGKV1D-12	2	371	20	0	351	296
IGKV3D-11	2	444	97	0	347	298
IGKV1D-42	2	373	20	0	353	298
IGKV1D-43	2	532	181	0	351	296
IGKV1D-8	2	534	181	0	353	298
IGKV3D-7	2	384	25	0	359	301
RP11-407P15.2	7	1044	0	0	1044	286
TEKT4	6	1505	137	60	1308	217
MRPS5	12	1652	209	150	1293	225
ZNF2	5	2601	462	861	1278	1004
AC092835.2	5	1850	281	0	1569	1268
KCNIP3	9	2940	135	2034	771	48
FAHD2A	9	1366	282	139	945	63
TRIM43	7	1682	136	205	1341	482
GPAT2	23	3061	460	213	2388	117
ADRA2B	1	3371	96	1922	1353	1449
ASTL	9	1296	0	0	1296	422
DUSP2	4	1688	86	657	945	215
TMEM127	4	6266	257	5292	717	308
CIAO1	7	1533	219	294	1020	241
SNRNP200	45	7165	78	676	6411	144
ITPRIPL1	3	1946	251	27	1668	1658
NEURL3	6	1710	712	611	387	190
ARID5A	7	2188	78	325	1785	1215
FER1L5	55	6513	1032	195	5286	225
CNNM4	7	4800	98	2374	2328	198
CNNM3	8	3447	28	1295	2124	65
ANKRD23	10	2156	13	1225	918	96
ANKRD39	4	976	108	316	552	144
FAM178B	17	2710	279	391	2040	33
FAHD2B	9	1388	271	172	945	63
COX5B	4	712	47	275	390	113
ACTR1B	11	2243	217	895	1131	103
LINC01125	8	1067	46	223	798	133
ZAP70	14	2437	215	362	1860	124
CNGA3	8	3841	417	1339	2085	1412
COA5	3	1754	87	1442	225	42
UNC50	6	1143	152	211	780	137
C2orf15	5	1058	467	213	378	352
LIPT1	3	1424	224	78	1122	1123
RP11-38C17.1	6	669	207	66	396	117
MITD1	7	939	77	112	750	96
MRPL30	6	2605	198	1921	486	133
LYG2	6	862	113	110	639	119
LYG1	8	1038	317	136	585	119
TXNDC9	5	1637	256	700	681	118
LONRF2	12	13912	640	11007	2265	195
NMS	10	485	7	16	462	13
PDCL3	6	1337	378	239	720	143
RPL31	5	1865	601	886	378	32
CNOT11	7	2599	163	903	1533	198
RNF149	7	2458	108	1147	1203	44
CREG2	4	6383	138	5372	873	148
IL1R2	9	1578	229	152	1197	167
IL1RL1	11	2058	271	116	1671	386
IL18RAP	12	2773	589	384	1800	416
MFSD9	6	4049	44	2580	1425	788
MRPS9	11	1500	110	199	1191	92
GPR45	1	1307	116	72	1119	1235
TGFBRAP1	12	5979	427	2969	2583	177
C2orf49	5	854	56	225	573	57
C2orf40	5	799	231	229	339	162
SULT1C3	7	915	0	0	915	113
SULT1C2	9	2828	453	1451	924	113
SULT1C4	7	1860	326	625	909	113
GCC2	23	7537	714	1768	5055	71
RANBP2	29	11711	126	1910	9675	306
AC109344.1	1	690	0	0	690	690
SOWAHC	1	4657	156	2923	1578	1734
LIMS3	10	1197	0	0	1197	148
NPHP1	21	2246	27	83	2136	273
AC108938.5	18	3202	297	2158	747	67
LIMS4	10	1460	263	0	1197	148
RGPD6	23	7165	77	1790	5298	35
BUB1	25	3507	119	130	3258	196
FBLN7	8	2301	271	710	1320	373
ZC3H8	10	1527	44	589	894	4
RGPD8	23	5576	192	86	5298	35
TTL	7	14269	191	12944	1134	115
POLR1B	16	5059	116	1421	3522	883
CHCHD5	4	691	207	151	333	24
SLC20A1	11	3381	539	802	2040	162
CKAP2L	9	4533	79	2216	2238	226
IL1A	7	2124	156	1152	816	201
IL1B	7	1631	211	610	810	213
IL37	5	772	42	73	657	249
IL36A	4	888	411	0	477	213
IL36B	6	1186	108	583	495	104
IL36RN	5	2672	133	2071	468	225
IL1F10	5	1013	75	479	459	213
PSD4	17	5188	195	1822	3171	258
IGKV1OR2-108	2	353	0	0	353	298
CBWD2	16	1411	81	787	543	15
FOXD4L1	1	2491	592	672	1227	1819
SLC35F5	16	4412	414	2426	1572	76
DDX18	14	3796	128	1655	2013	143
EN1	2	2457	511	767	1179	317
MARCO	17	1838	135	140	1563	134
C1QL2	2	2043	620	559	864	180
STEAP3	6	3915	134	2314	1467	282
C2orf76	7	1150	522	247	381	77
DBI	5	740	193	232	315	74
TMEM37	2	794	26	159	609	552
SCTR	13	1865	268	274	1323	141
CFAP221	24	2801	87	191	2523	109
TMEM177	3	1216	96	793	327	57
TMEM185B	1	2131	432	646	1053	1485
RALB	5	2344	270	1453	621	120
AC012363.1	2	42	0	0	42	18
INHBB	2	3204	46	1934	1224	776
NIFK	7	1734	73	779	882	189
GYPC	5	2067	1210	533	324	197
AC114783.1	7	811	23	191	597	36
BIN1	19	2693	412	499	1782	108
CYP27C1	8	4401	131	3151	1119	117
MAP3K2	17	10992	283	8849	1860	226
PROC	9	1773	87	300	1386	590
IWS1	14	2958	260	238	2460	132
MYO7B	47	6715	53	311	6351	102
GPR17	4	2598	611	883	1104	1040
SFT2D3	1	3735	21	3066	648	669
POLR2D	4	5042	57	4556	429	79
AMMECR1L	8	4658	261	3464	933	112
SAP130	21	4173	132	789	3252	159
HS6ST1	2	3932	14	2682	1236	709
RAB6C	1	3075	452	1858	765	1217
POTEF	17	3842	400	214	3228	1329
CCDC74B	8	1296	83	268	945	136
MZT2B	4	769	26	86	657	158
TUBA3E	5	1542	101	88	1353	297
CCDC115	5	1646	224	879	543	113
IMP4	9	1740	708	156	876	113
PTPN18	15	3669	101	2185	1383	68
POTEI	15	7020	431	3361	3228	1329
CFC1B	6	1071	288	111	672	200
TISP43	5	1653	196	1007	450	34
CFC1	6	1046	263	111	672	200
POTEJ	15	3383	52	214	3117	1329
GPR148	1	1267	82	141	1044	1126
AMER3	2	3273	259	428	2586	2605
POTEE	15	4159	336	595	3228	1329
WTH3DI	1	3032	422	1845	765	1187
TUBA3D	5	1546	107	86	1353	297
MZT2A	3	624	46	101	477	158
CCDC74A	8	1543	138	268	1137	130
ANKRD30BL	6	1251	250	224	777	98
CCNT2	10	4491	30	2469	1992	68
UBXN4	13	4006	311	2168	1527	139
MCM6	17	3736	61	1209	2466	117
CXCR4	2	1682	105	518	1059	1044
HNMT	7	1150	148	123	879	356
MMADHC	9	1462	167	302	993	195
NMI	8	1623	471	228	924	183
TNFAIP6	6	1424	75	515	834	170
RIF1	36	7897	161	317	7419	215
ARL5A	6	5326	312	4474	540	49
ARL6IP6	4	2805	711	1413	681	94
RPRM	1	1471	243	898	330	573
NR4A2	8	3472	363	1312	1797	257
ERMN	4	3760	234	2632	894	521
AC005042.1	2	39	0	0	39	12
MARCH7	12	2402	260	27	2115	59
LY75	35	6886	28	1689	5169	179
TBR1	6	4009	317	1643	2049	859
GCG	6	1289	255	491	543	7
FAP	26	2569	0	289	2280	102
GCA	8	1992	161	1177	654	27
SLC38A11	13	1542	258	63	1221	294
GALNT3	11	3868	776	1190	1902	123
B3GALT1	1	5094	92	4021	981	1073
SPC25	7	1354	142	537	675	125
G6PC2	5	1214	92	54	1068	512
BBS5	12	3475	376	2073	1026	102
RP11-724O16.1	16	1935	74	226	1635	112
KLHL41	6	2464	77	566	1821	112
FASTKD1	15	2967	347	76	2544	102
CCDC173	9	2181	106	416	1659	342
PHOSPHO2	5	1252	517	9	726	752
SSB	12	1709	174	308	1227	89
METTL5	8	936	81	258	597	6
SP5	2	2033	162	674	1197	1146
GAD1	18	3700	550	1872	1278	47
GORASP2	10	3173	815	999	1359	341
METTL8	10	8132	141	6767	1224	191
CYBRD1	4	1493	26	780	687	304
METAP1D	10	3419	387	2024	1008	79
DLX1	3	2640	452	1420	768	255
DLX2	3	2453	362	1104	987	402
PDK1	12	1515	144	0	1371	141
CDCA7	10	2789	103	1333	1353	31
SP9	2	2554	147	952	1455	1434
CIR1	10	1921	93	475	1353	676
SCRN3	8	1788	12	522	1254	183
CHRNA1	10	1980	67	464	1449	132
ATP5G3	5	5484	3025	2030	429	115
KIAA1715	14	7647	197	6070	1380	233
EVX2	3	4203	137	2635	1431	732
HOXD13	2	2240	0	1208	1032	251
HOXD12	2	1318	72	433	813	239
HOXD11	4	626	39	101	486	236
HOXD10	2	1989	255	711	1023	278
HOXD9	2	1870	49	762	1059	242
HOXD8	4	1235	186	488	561	296
HOXD4	2	1464	412	284	768	335
HOXD3	3	2384	274	811	1299	758
HOXD1	2	1975	223	765	987	335
HNRNPA3	11	2067	237	693	1137	53
TTC30B	1	4017	251	1768	1998	2249
TTC30A	1	5975	265	3712	1998	2263
PRKRA	8	1826	201	683	942	158
DFNB59	7	1531	356	116	1059	293
FKBP7	4	2834	59	2106	669	162
PLEKHA3	8	13880	402	12575	903	128
CERKL	14	1677	0	0	1677	61
NEUROD1	2	2852	458	1323	1071	1082
DNAJC10	24	20129	415	17332	2382	12
DUSP19	4	5176	175	4347	654	228
NUP35	10	1470	233	307	930	78
FSIP2	23	21054	0	63	20991	137
ZC3H15	10	2138	227	630	1281	191
AC018867.1	2	72	0	0	72	32
FAM171B	8	5826	203	3142	2481	1345
ZSWIM2	9	2091	40	149	1902	807
TFPI	8	3649	28	2706	915	107
WDR75	21	2701	60	148	2493	205
SLC40A1	8	3442	427	1299	1716	314
ASNSD1	6	968	448	31	489	286
ANKAR	23	4410	88	17	4305	248
OSGEPL1	9	1885	103	537	1245	79
ORMDL1	5	1137	220	455	462	136
MSTN	3	2822	133	1561	1128	381
INPP1	7	2162	700	262	1200	559
NEMP2	9	6168	67	4847	1254	124
NAB1	10	4358	461	2433	1464	89
GLS	18	4834	258	2566	2010	157
NABP1	6	11521	255	10891	375	170
SDPR	2	3229	330	1621	1278	795
STK17B	8	5287	287	3881	1119	283
CCDC150	28	3685	135	244	3306	117
GTF3C3	18	4282	90	1531	2661	123
C2orf66	3	1669	889	426	354	180
COQ10B	5	2239	138	1384	717	168
HSPD1	12	2455	268	465	1722	153
HSPE1	4	950	443	198	309	51
MARS2	1	3019	37	1200	1782	1819
BOLL	12	2987	397	1588	1002	108
FTCDNL1	5	772	122	305	345	134
C2orf69	2	3728	183	2387	1158	825
TYW5	8	4306	266	3092	948	257
C2orf47	6	1495	322	297	876	79
KCTD18	7	2940	511	1148	1281	517
AC007163.1	1	375	0	0	375	375
BZW1	12	6875	455	5160	1260	32
CLK1	13	1888	136	297	1455	144
PPIL3	7	1370	384	488	498	127
NIF3L1	8	1679	327	218	1134	185
NDUFB3	4	503	77	129	297	157
CFLAR	10	14672	515	12714	1443	139
CASP8	10	1629	189	0	1440	136
TRAK2	16	6510	429	3336	2745	676
TMEM237	13	5592	318	4071	1203	68
MPP4	22	2462	208	340	1914	195
FZD7	1	3859	61	2073	1725	1786
SUMO1	6	1071	148	617	306	69
NOP58	15	2046	226	230	1590	51
ICA1L	14	5173	158	3566	1449	116
CARF	17	3574	831	565	2178	119
CD28	4	705	0	0	705	129
CTLA4	4	1977	157	1148	672	105
NDUFS1	19	11819	267	9368	2184	92
EEF1B2	7	844	121	45	678	155
AC017081.1	1	381	0	0	381	381
AC010731.4	3	1376	175	655	546	134
MDH1B	12	2553	276	720	1557	29
FASTKD2	12	3188	348	707	2133	120
CREB1	9	7650	251	6373	1026	145
FZD5	2	6708	554	4396	1758	2013
CRYGD	3	619	28	66	525	273
CRYGC	3	629	38	66	525	273
CRYGB	3	641	48	65	528	276
CRYGA	3	609	20	64	525	273
C2orf80	9	1238	196	460	582	9
IDH1	10	2382	285	852	1245	91
RPE	7	1128	282	309	537	123
ACADL	11	2543	228	1022	1293	94
AC006994.3	1	1285	597	364	324	921
MYL1	7	870	85	332	453	29
LANCL1	10	4503	65	3238	1200	77
BARD1	11	5499	135	3030	2334	333
ATIC	16	2213	326	108	1779	120
FN1	47	8708	266	1101	7341	72
PECR	8	1853	75	866	912	86
TMEM169	4	3460	326	2240	894	623
SMARCAL1	18	3271	330	76	2865	240
IGFBP5	4	6215	750	4646	819	132
TNP1	2	407	30	209	168	29
AC007557.5	3	78	0	0	78	38
RUFY4	12	2977	410	743	1824	151
CXCR2	3	2879	427	1369	1083	1108
CXCR1	2	2488	121	1314	1053	1086
GPBAR1	2	1869	734	142	993	1038
AAMP	11	1886	171	410	1305	76
PNKD	10	3021	51	1812	1158	174
TMBIM1	13	2936	726	1274	936	147
SLC11A1	15	3852	340	1859	1653	111
CTDSP1	7	1109	75	251	783	129
VIL1	20	6531	88	3959	2484	114
CNOT9	9	1621	375	250	996	169
ZNF142	10	5909	422	423	5064	470
BCS1L	9	1583	266	57	1260	253
RNF25	10	1914	441	93	1380	579
STK36	27	4933	279	706	3948	144
TTLL4	20	4967	340	1027	3600	256
CYP27A1	9	2286	427	263	1596	120
PRKAG3	14	2301	21	810	1470	117
WNT6	4	1703	217	388	1098	462
CDK5R2	1	2508	166	1238	1104	1270
FEV	3	1879	582	580	717	590
CRYBA2	5	708	51	63	594	148
IHH	3	2023	0	787	1236	659
SLC23A3	12	2010	33	144	1833	296
CNPPD1	9	2073	428	412	1233	543
FAM134A	9	4618	136	2850	1632	617
ZFAND2B	10	1199	80	345	774	45
ABCB6	19	3016	317	170	2529	109
ATG9A	16	4025	440	1065	2520	6
ANKZF1	14	2579	174	224	2181	124
GLB1L	17	2745	314	466	1965	276
STK16	8	2868	172	1778	918	139
TUBA4A	4	2162	174	641	1347	972
TUBA4B	4	1380	165	489	726	534
PTPRN	23	3784	241	603	2940	72
RESP18	7	795	0	108	687	47
DNPEP	16	1578	247	98	1233	51
DES	9	2248	86	749	1413	42
SPEG	41	10782	132	846	9804	193
GMPPA	13	1544	92	189	1263	101
ASIC4	10	2741	14	726	2001	114
CHPF	4	3013	249	436	2328	1260
OBSL1	21	5841	57	93	5691	8
INHA	2	1468	180	187	1101	833
STK11IP	25	3615	90	258	3267	150
SLC4A3	23	4454	512	243	3699	78
CCDC140	2	1699	384	823	492	649
FARSB	17	3369	264	1335	1770	152
ACSL3	17	5679	531	2985	2163	158
KCNE4	2	3291	331	2294	666	536
SCG2	2	2576	233	489	1854	1868
AP1S3	5	1785	152	1138	495	66
WDFY1	12	4660	103	3324	1233	60
MRPL44	4	1748	69	680	999	172
RP11-811O14.1	3	606	0	0	606	124
MFF	11	2186	441	716	1029	132
TM4SF20	4	2296	38	1568	690	289
C2orf83	4	2086	235	1560	291	6
SLC19A3	6	3105	72	1542	1491	177
CCL20	4	839	70	481	288	22
DAW1	14	2476	636	730	1110	137
FBXO36	5	3120	421	2225	474	189
SLC16A14	5	4398	459	2406	1533	152
SP110	19	2426	78	206	2142	114
AC009950.1	15	1668	0	0	1668	60
SP140L	19	2665	86	836	1743	99
ITM2C	6	2078	126	1148	804	92
SPATA3	9	1618	108	931	579	106
C2orf72	3	3657	76	2693	888	140
HTR2B	4	2246	513	287	1446	893
B3GNT7	2	3706	261	2239	1206	1195
NCL	14	4034	241	1660	2133	77
NMUR1	3	3298	134	1883	1281	383
C2orf57	1	1383	51	144	1188	1239
PTMA	6	735	82	257	396	48
COPS7B	8	2051	110	1104	837	133
NPPC	3	1051	154	516	381	291
ALPP	11	2971	269	1094	1608	299
ALPPL2	11	2493	52	842	1599	299
ALPI	11	2550	77	886	1587	287
ECEL1	18	2865	211	326	2328	100
CHRND	12	2112	32	526	1554	183
CHRNG	12	2262	21	687	1554	174
TIGD1	1	2625	710	139	1776	2486
EIF4E2	8	3525	42	2772	711	46
KCNJ13	3	2950	140	1727	1083	623
C2orf82	4	561	145	50	366	110
NEU2	2	1143	0	0	1143	942
ATG16L1	19	3313	114	1324	1875	94
USP40	32	5692	118	1866	3708	112
UGT1A5	5	2345	0	740	1605	298
UGT1A4	5	2388	43	740	1605	298
UGT1A3	5	2364	19	740	1605	298
UGT1A1	5	2382	40	740	1602	298
HJURP	9	3187	66	874	2247	76
SPP2	8	860	108	116	636	86
ARL4C	2	3385	14	2765	606	31
GBX2	3	1307	38	600	669	109
ASB18	6	1401	0	0	1401	186
ACKR3	2	2203	310	804	1089	1115
COPS8	9	1654	295	876	483	80
PRLH	2	264	0	0	264	164
RAB17	6	1966	630	697	639	110
RBM44	16	4282	132	991	3159	124
SCLY	12	2562	142	1058	1362	154
ESPNL	9	4836	263	1555	3018	1605
KLHL30	8	3726	107	1882	1737	252
ERFE	8	1065	0	0	1065	99
ILKAP	12	1490	176	135	1179	141
HES6	4	1454	219	560	675	425
PER2	23	6385	280	2337	3768	150
TRAF3IP1	17	4279	222	1981	2076	166
ASB1	5	6994	247	5739	1008	128
TWIST2	2	1176	184	509	483	667
AC017028.1	2	264	0	0	264	12
OR6B2	1	1492	27	526	939	966
PRR21	1	1170	0	3	1167	1167
OR6B3	1	996	0	0	996	996
COPS9	5	759	0	0	759	378
OTOS	5	645	231	144	270	185
GPC1	9	3713	248	1788	1677	233
DUSP28	3	1555	631	393	531	138
RNPEPL1	11	5558	593	3480	1485	294
CAPN10	12	2644	196	429	2019	30
GPR35	6	2249	942	377	930	934
AQP12B	4	1080	69	123	888	200
AQP12A	4	1084	69	127	888	200
AGXT	11	1865	387	299	1179	108
C2orf54	5	1958	96	1022	840	93
MTERF4	7	4524	22	3356	1146	441
PASK	19	4724	286	466	3972	158
ANO7	25	4128	103	1223	2802	57
SEPT2	17	1734	446	172	1116	102
STK25	12	4619	350	2988	1281	40
THAP4	6	2367	432	201	1734	120
ATG4B	13	3294	502	1649	1143	15
DTYMK	5	1232	208	385	639	111
D2HGDH	10	2617	209	842	1566	260
GAL3ST2	4	1370	131	42	1197	822
NEU4	5	2526	711	360	1455	998
PDCD1	5	2114	70	1177	867	240
RTP5	2	2296	28	549	1719	1561
AC131097.4	3	595	79	228	288	127
RYK	15	2934	90	1020	1824	112
CLASP2	40	7141	211	2382	4548	87
ULK4	37	4613	463	322	3828	64
RASSF1	6	1657	294	793	570	147
ADGRG7	16	3140	268	478	2394	258
MORC1	28	3764	83	726	2955	156
PLS1	16	3706	159	1657	1890	136
IQCJ-SCHIP1	11	1692	0	0	1692	52
SCHIP1	8	1425	0	0	1425	52
SERPINI1	9	1890	412	245	1233	77
TRNT1	8	2276	102	869	1305	249
GRM7	11	4241	274	1198	2769	71
SETD5	23	6827	435	2063	4329	609
ATP2B2	23	8962	439	4791	3732	312
ATG7	19	4959	25	2822	2112	33
MKRN2	8	2848	137	1460	1251	138
FBLN2	18	4318	119	503	3696	358
C3orf20	17	3326	452	159	2715	85
ANKRD28	28	6383	649	3034	2700	287
EFHB	15	2389	122	155	2112	174
THRB	12	2571	509	676	1386	242
NEK10	39	4250	363	368	3519	49
CMC1	4	6033	199	5513	321	121
RP11-9J18.1	14	3535	39	2947	549	10
RBMS3	15	8540	700	6529	1311	7
ARPP21	20	3433	456	538	2439	258
ITGA9	28	7889	256	4525	3108	99
MYRIP	17	2678	98	0	2580	33
RP11-136C24.3	6	950	110	519	321	44
FAM198A	5	3121	95	1298	1728	211
CDCP1	9	6006	135	3360	2511	430
USP4	22	3126	47	187	2892	159
DOCK3	53	8755	23	2639	6093	510
CACNA1D	49	9341	468	2327	6546	294
CACNA2D3	39	3661	118	267	3276	93
ERC2	19	3831	230	727	2874	27
FAM208A	24	5600	11	1050	4539	56
DENND6A	20	4655	71	2757	1827	132
FHIT	10	1033	325	264	444	96
PTPRG	30	9021	377	4306	4338	147
ATXN7	13	7224	550	3995	2679	18
FAM19A1	5	2014	490	1122	402	18
FRMD4B	23	5060	84	1871	3105	121
RP11-231I13.2	4	778	176	32	570	260
FOXP1	21	7114	526	4554	2034	145
PDZRN3	10	4248	115	932	3201	1566
CNTN3	22	4948	28	1833	3087	101
ROBO2	27	5919	279	1455	4185	2
ROBO1	31	6742	114	1672	4956	15
CADM2	10	9488	627	7646	1215	119
CGGBP1	4	1063	512	47	504	527
ZNF654	9	6446	46	3013	3387	8
EPHA3	17	5809	225	2632	2952	106
EPHA6	18	3971	38	540	3393	115
NECTIN3	9	1876	252	160	1464	180
SLC9C1	29	4172	253	385	3534	10
BOC	20	4646	704	597	3345	188
TIGIT	5	3710	2615	159	936	237
LSAMP	7	9446	500	7929	1017	98
CD80	7	2725	363	1495	867	71
HCLS1	14	2000	92	447	1461	137
PARP14	17	7915	266	2243	5406	290
MYLK	34	10027	379	4056	5592	245
ITGB5	15	4372	297	1675	2400	96
CHCHD6	8	1006	93	205	708	6
KBTBD12	6	5727	467	3388	1872	182
KIAA1257	8	2408	772	433	1203	35
NEK11	18	2914	293	683	1938	220
CPNE4	20	5431	2127	1630	1674	135
TMEM108	6	3744	210	1806	1728	123
PCCB	16	1844	21	143	1680	122
RBP2	4	694	57	232	405	51
CLSTN2	17	14202	190	11144	2868	201
RASA2	25	2562	0	0	2562	31
SLC9A9	16	3627	209	1480	1938	228
RNF13	11	2866	702	1018	1146	365
ARHGEF26	15	5254	284	2354	2616	143
KCNAB1	14	3122	64	1798	1260	90
VEPH1	14	4202	308	1392	2502	237
RSRC1	10	1410	158	247	1005	93
RP11-432B6.3	19	3360	186	327	2847	111
SMC4	24	5471	451	1153	3867	153
LRRC31	9	2520	58	803	1659	332
SPATA16	11	2106	184	212	1710	123
NLGN1	7	8242	429	5341	2472	823
NAALADL2	14	9865	128	7349	2388	199
KLHL6	7	6298	36	4396	1866	302
SENP2	17	5717	240	3707	1770	63
FETUB	8	1410	261	0	1149	369
LPP	11	18277	312	16192	1773	129
TP63	14	4909	89	2777	2043	297
DLG1	26	5034	190	2063	2781	107
CHL1	28	8023	642	3706	3675	217
CNTN6	23	4513	627	799	3087	101
CNTN4	25	5093	279	1733	3081	101
LRRN1	2	3823	761	911	2151	2429
SUMF1	9	2159	36	998	1125	111
ITPR1	62	10242	350	1615	8277	87
BHLHE40	5	3473	603	1631	1239	857
LMCD1	6	8405	232	7075	1098	159
SSUH2	19	2561	1226	273	1062	147
RAD18	13	5886	117	4281	1488	103
SRGAP3	22	8656	428	4928	3300	414
MTMR14	19	2494	122	419	1953	184
ARPC4-TTLL3	12	2466	8	580	1878	141
TTLL3	13	2767	19	0	2748	396
FANCD2	44	5102	78	668	4356	75
FANCD2OS	3	1014	225	255	534	542
IRAK2	13	3483	90	1515	1878	113
SLC6A11	14	4296	66	2331	1899	153
SLC6A1	16	4502	421	2281	1800	105
HRH1	3	4711	191	3056	1464	1499
VGLL4	7	1428	460	80	888	272
TAMM41	8	1213	136	63	1014	77
SYN2	13	2674	150	775	1749	136
PPARG	9	2029	383	194	1452	248
IQSEC1	14	3582	103	134	3345	540
NUP210	40	7193	83	1446	5664	101
HDAC11	10	2960	183	1733	1044	216
XPC	16	3832	215	794	2823	219
SLC6A6	15	6528	325	4340	1863	141
GRIP2	25	7977	0	4554	3423	162
RBSN	14	6678	614	3709	2355	1149
SH3BP5	11	2190	796	497	897	218
COLQ	17	3005	126	1511	1368	70
HACL1	17	2266	368	161	1737	33
RFTN1	10	2982	273	972	1737	405
PLCL2	6	4147	81	682	3384	180
TBC1D5	24	3124	264	406	2454	294
SATB1	12	4589	971	1230	2388	513
KCNH8	16	5137	266	1547	3324	705
KAT2B	18	4833	455	1879	2499	194
SGO1	9	2338	140	512	1686	122
ZNF385D	8	10699	519	8992	1188	234
UBE2E2	6	1248	251	391	606	98
UBE2E1	6	1511	219	710	582	98
RARB	8	2775	448	1316	1011	197
SLC4A7	28	7970	321	4043	3606	82
ZCWPW2	10	1716	188	457	1071	162
TGFBR2	8	4605	283	2543	1779	180
GADL1	15	3759	151	2042	1566	174
STT3B	16	4248	209	1558	2481	81
OSBPL10	12	6600	123	4182	2295	45
GPD1L	8	4060	201	2803	1056	97
CMTM8	4	1174	294	358	522	84
CNOT10	19	2815	316	264	2235	155
GLB1	16	2616	145	437	2034	300
SUSD5	5	5008	418	2700	1890	1292
FBXL2	15	3847	91	2484	1272	108
UBP1	17	2074	254	197	1623	38
PDCD6IP	18	6161	377	3177	2607	175
STAC	11	3227	300	1718	1209	99
TRANK1	23	10481	248	1455	8778	101
LRRFIP2	28	3208	81	961	2166	111
GOLGA4	24	7772	374	705	6693	30
CTDSPL	8	4459	26	3602	831	126
PLCD1	15	2963	354	275	2334	86
MYD88	5	2871	184	1733	954	155
SLC22A13	10	2555	49	850	1656	94
XYLB	19	3664	90	1963	1611	78
SCN11A	26	6500	199	925	5376	1049
WDR48	19	3707	28	1645	2034	96
XIRP1	3	6040	231	2443	3366	9
TRAK1	17	5536	834	2152	2550	796
SEC22C	7	1513	148	612	753	42
CCDC13	16	2943	84	711	2148	160
ACKR2	3	2956	175	1626	1155	1192
KRBOX1	7	826	294	145	387	110
CYP8B1	2	1896	82	323	1491	144
ANO10	13	3212	171	1058	1983	69
TOPAZ1	20	5334	168	87	5079	220
LINC00694	4	1059	389	364	306	308
ZNF445	10	1291	151	318	822	135
ZKSCAN7	6	2791	407	119	2265	1454
KIF15	35	4842	149	526	4167	63
ZDHHC3	8	3101	274	1843	984	159
LARS2	22	4281	262	1307	2712	180
LIMD1	8	11331	21	9279	2031	138
SACM1L	21	2164	574	135	1455	137
LZTFL1	12	4342	499	2994	849	19
LRRC2	9	5100	393	3591	1116	50
PRSS50	11	2958	1671	129	1158	237
CCDC12	9	1097	265	331	501	83
SETD2	21	8142	43	404	7695	162
KLHL18	10	4620	20	2875	1725	387
SCAP	23	4394	413	141	3840	246
CSPG5	5	4080	2099	361	1620	162
SMARCC1	28	6375	120	2937	3318	98
DHX30	23	3994	420	73	3501	254
MAP4	21	8920	88	1938	6894	8
SHISA5	7	2385	446	1309	630	80
SLC26A6	21	2630	90	263	2277	15
PRKAR2A	12	1849	208	426	1215	134
SLC25A20	9	1879	199	774	906	63
DALRD3	12	2014	703	150	1161	65
NDUFAF3	5	705	206	115	384	117
TCTA	3	2146	221	1613	312	43
APEH	22	3220	400	621	2199	106
UBA7	24	3299	159	101	3039	130
RBM6	21	3750	259	119	3372	126
CACNA2D2	39	5329	0	1867	3462	141
HEMK1	11	17064	296	15751	1017	37
RAD54L2	22	9776	125	5247	4404	995
SMIM4	2	522	151	191	180	29
PBRM1	30	5071	100	222	4749	173
GNL3	15	2040	173	217	1650	83
ITIH4	24	3336	97	446	2793	70
RP5-966M1.6	24	5640	781	4568	291	101
SFMBT1	21	4548	383	1564	2601	141
RP11-894J14.5	5	768	0	691	77	4
DCP1A	10	5994	93	4152	1749	81
ACTR8	13	3629	101	1653	1875	144
LRTM1	3	1423	163	222	1038	434
ARHGEF3	13	3639	110	1852	1677	353
IL17RD	14	4474	543	2143	1788	113
ASB14	12	3175	121	1290	1764	179
DNAH12	74	12146	181	82	11883	191
SLMAP	22	5433	1217	1780	2436	93
FLNB	47	8079	165	12	7902	188
DNASE1L3	9	2099	582	650	867	163
FAM107A	5	2271	616	1127	528	108
C3orf67	16	2650	504	454	1692	113
CADPS	30	5471	350	1059	4062	180
SYNPR	6	2709	411	1440	858	258
C3orf49	7	1292	110	303	879	30
PRICKLE2	9	4242	10	1529	2703	875
